id,path,label
21207,j/jail/indoor/sun_alsajwfyujjlebme.jpg,j/jail/indoor
42478,w/windmill/sun_bpbsisgtmlgupziq.jpg,w/windmill
96356,c/car_interior/frontseat/sun_dysodpfbhpvxiikn.jpg,c/car_interior/frontseat
77864,s/subway_interior/sun_atspnebupfygelmr.jpg,s/subway_interior
10877,b/bus_interior/sun_ahmoozceggkkvlnt.jpg,b/bus_interior
78870,s/ski_lodge/sun_bqdordpczpksbhnv.jpg,s/ski_lodge
31893,a/amphitheater/sun_aoztzgiwbormrfew.jpg,a/amphitheater
65705,k/kitchen/sun_ahhpdyqcqetzdkul.jpg,k/kitchen
59277,i/industrial_area/sun_aebozatjffuyvour.jpg,i/industrial_area
58513,i/ice_skating_rink/outdoor/sun_bawsywmaotprkgnn.jpg,i/ice_skating_rink/outdoor
74956,s/stadium/football/sun_bkgesysoparazxgn.jpg,s/stadium/football
34929,a/auditorium/sun_alrlmgjjlspvwmjg.jpg,a/auditorium
91978,c/cemetery/sun_audjipzxacgtivtg.jpg,c/cemetery
37340,f/forest_path/sun_btrhrtxkmundqjge.jpg,f/forest_path
36096,a/archive/sun_crkljwvuakibpzhh.jpg,a/archive
35125,a/auditorium/sun_atpcqgdiwgdozzrt.jpg,a/auditorium
97773,c/coffee_shop/sun_bgytotakdicegnkm.jpg,c/coffee_shop
59333,i/industrial_area/sun_ahimebvpapvfbolu.jpg,i/industrial_area
48064,t/tower/sun_aqghtvxfveszcxrp.jpg,t/tower
74157,s/supermarket/sun_bukmrbmfpboxbkvq.jpg,s/supermarket
42966,w/waiting_room/sun_byfxycjbnvdpspnv.jpg,w/waiting_room
55420,p/playground/sun_bchefnjvvfiskjbo.jpg,p/playground
19294,m/manufactured_home/sun_bmptsehjthnapqgl.jpg,m/manufactured_home
48858,o/operating_room/sun_ahegfnlhdfoipdwy.jpg,o/operating_room
106524,c/corn_field/sun_akedtumgvtvmhaue.jpg,c/corn_field
14457,m/museum/indoor/sun_alegnnkjcucrifgf.jpg,m/museum/indoor
38096,f/field/cultivated/sun_azamddvniyylrnck.jpg,f/field/cultivated
60,b/balcony/exterior/sun_aqdvvxokjkhhirji.jpg,b/balcony/exterior
22660,e/escalator/indoor/sun_bfvyhupccrknelgj.jpg,e/escalator/indoor
93255,c/classroom/sun_bkjiyocmwpxbqjch.jpg,c/classroom
7132,b/beauty_salon/sun_aineslwcclprkqxs.jpg,b/beauty_salon
67547,k/kasbah/sun_amqiunjqwcwuials.jpg,k/kasbah
86855,l/lecture_room/sun_blsmelmsufuoupht.jpg,l/lecture_room
32895,a/amusement_park/sun_avwxsokpiliyzjfp.jpg,a/amusement_park
67950,d/doorway/outdoor/sun_ahxletaixfaulxxo.jpg,d/doorway/outdoor
72212,d/dining_room/sun_admjttxsldqpyxgl.jpg,d/dining_room
103254,c/church/indoor/sun_ajzgqmfpnhlxhmry.jpg,c/church/indoor
14343,b/bedroom/sun_atnptkkaeeigglit.jpg,b/bedroom
37066,f/fishpond/sun_beypwuxbvwfgsvck.jpg,f/fishpond
81856,r/river/sun_ayjpqlsojcwxuuna.jpg,r/river
39529,f/fairway/sun_bdjtzjtekvpcjarg.jpg,f/fairway
20676,y/youth_hostel/sun_dgmduqwfbyflmait.jpg,y/youth_hostel
82516,r/rice_paddy/sun_awncrfzzedpxsfpm.jpg,r/rice_paddy
51356,p/parlor/sun_belzjtbxluarmkwi.jpg,p/parlor
91959,c/cemetery/sun_avtzojvejdwsllva.jpg,c/cemetery
88541,l/lighthouse/sun_atcvfrkykfhadfnw.jpg,l/lighthouse
83310,r/restaurant/sun_acniivmdzzicxgbz.jpg,r/restaurant
2361,b/bathroom/sun_aiqbnaagnycfezwb.jpg,b/bathroom
4951,b/baseball_field/sun_aalztykafqwxrspj.jpg,b/baseball_field
47052,t/tree_farm/sun_bqeyubgxuxospqhf.jpg,t/tree_farm
1204,b/basilica/sun_avocwljnmltjpyie.jpg,b/basilica
223,b/balcony/interior/sun_ajpqomllvnzcsazb.jpg,b/balcony/interior
18388,m/mountain/sun_aghwzplqgxjzlnyd.jpg,m/mountain
75538,s/shed/sun_bfympgneoaxmzumm.jpg,s/shed
84466,r/rainforest/sun_aownsdcbeekujuec.jpg,r/rainforest
49285,o/oilrig/sun_aqaewvbhhynrfzan.jpg,o/oilrig
49695,o/orchard/sun_bafdakhlyemdidhj.jpg,o/orchard
100056,c/carrousel/sun_akdfcikmyomnwzra.jpg,c/carrousel
95041,c/courthouse/sun_ajrdfgssyaplioru.jpg,c/courthouse
99123,c/conference_room/sun_bnliyastrgkxikjw.jpg,c/conference_room
39834,f/forest/broadleaf/sun_acpeqjxleuzrimeg.jpg,f/forest/broadleaf
100979,c/corridor/sun_abmsjrupikqbhssc.jpg,c/corridor
103748,c/church/outdoor/sun_bvkhwpckchcnnnqd.jpg,c/church/outdoor
89842,l/living_room/sun_anluwoqwcvoxyjqm.jpg,l/living_room
92793,c/campus/sun_bqeqcysqtvxgmkas.jpg,c/campus
11223,b/bowling_alley/sun_atybxpjugpwzcrrd.jpg,b/bowling_alley
55367,p/playground/sun_awwwpmffaeadtqfs.jpg,p/playground
87416,l/lift_bridge/sun_bypyqeguaoqocybo.jpg,l/lift_bridge
2086,b/bathroom/sun_awlexdtgsmmwvuud.jpg,b/bathroom
75093,s/street/sun_aecognlmonesrqcd.jpg,s/street
70105,d/dinette/vehicle/sun_bejrdvslnaxldzwl.jpg,d/dinette/vehicle
24666,g/golf_course/sun_ajyegsqahxqnseui.jpg,g/golf_course
84569,r/rainforest/sun_auuulanmocugqdse.jpg,r/rainforest
18817,m/mausoleum/sun_buxxdxkbbfxbuukn.jpg,m/mausoleum
53744,p/podium/indoor/sun_bxiggbebwzswwdqm.jpg,p/podium/indoor
33403,a/art_studio/sun_bscmwavufxrxsmvc.jpg,a/art_studio
81032,s/shopfront/sun_bcaixehylconvhgd.jpg,s/shopfront
18041,m/mountain/sun_bcnkisrxmgcgdebk.jpg,m/mountain
57846,p/power_plant/outdoor/sun_bvxxfzlyvlndntul.jpg,p/power_plant/outdoor
52278,p/pond/sun_bhmdbinavwwssvzl.jpg,p/pond
29636,a/auto_factory/sun_aymivtsftaqpcdkg.jpg,a/auto_factory
44335,w/waterfall/plunge/sun_bldpzsluhleirpgr.jpg,w/waterfall/plunge
39597,f/fairway/sun_bvpywyxecupkyedu.jpg,f/fairway
62811,h/house/sun_bikjgaddwrgmythl.jpg,h/house
48733,t/tower/sun_aazdjuvvyuialxmk.jpg,t/tower
60612,u/underwater/coral_reef/sun_axjucmzliicyijua.jpg,u/underwater/coral_reef
30197,a/art_gallery/sun_cqxadzwmjyynckig.jpg,a/art_gallery
11099,b/bowling_alley/sun_aiqyomkjbujnppuf.jpg,b/bowling_alley
36099,a/archive/sun_agldbemmbvkfoybc.jpg,a/archive
80872,s/shopfront/sun_bkzplmxhqavviutt.jpg,s/shopfront
41227,w/wine_cellar/bottle_storage/sun_bxzbjpurqckbztvb.jpg,w/wine_cellar/bottle_storage
51213,p/parlor/sun_bbqfqgzgdaiyiohv.jpg,p/parlor
40131,f/forest/needleleaf/sun_aqbakybrzakmanoo.jpg,f/forest/needleleaf
76370,s/schoolhouse/sun_birdyogbkdketupa.jpg,s/schoolhouse
97767,c/coffee_shop/sun_blxqqtbwchrhwjdc.jpg,c/coffee_shop
88767,l/library/indoor/sun_aqoptnowxsokevro.jpg,l/library/indoor
50331,o/outhouse/outdoor/sun_aafuvtkvurnxornj.jpg,o/outhouse/outdoor
22387,e/elevator/interior/sun_awqktzdcgwuddflz.jpg,e/elevator/interior
47982,t/trench/sun_bcsithstsuonlylz.jpg,t/trench
31109,a/airport_terminal/sun_afdumyximxfsisjt.jpg,a/airport_terminal
78004,s/subway_interior/sun_bmfqpgesxgayoxhi.jpg,s/subway_interior
47627,t/tennis_court/outdoor/sun_bhcuquwwjwjugntz.jpg,t/tennis_court/outdoor
13803,b/bedroom/sun_avspcuodpairutyk.jpg,b/bedroom
8461,b/beach/sun_arpnegtvdndfioba.jpg,b/beach
2438,b/bathroom/sun_appyuolfjvsageoc.jpg,b/bathroom
93105,c/classroom/sun_aueyzlbrocczurev.jpg,c/classroom
97763,c/coffee_shop/sun_bshdmnfyetdxecgx.jpg,c/coffee_shop
44440,w/waterfall/fan/sun_addyeclrvczekoaq.jpg,w/waterfall/fan
12590,b/bedroom/sun_aqlcbvzubtqdgmld.jpg,b/bedroom
76658,s/sky/sun_afwyslubuhvpxlta.jpg,s/sky
92604,c/covered_bridge/exterior/sun_bptmmmwwpzubandg.jpg,c/covered_bridge/exterior
11324,b/bridge/sun_bnbmxewsryggpjxd.jpg,b/bridge
103202,c/church/indoor/sun_azbhtdrjvjhtgniz.jpg,c/church/indoor
70752,d/dining_car/sun_akmymyvatmaenfpy.jpg,d/dining_car
74260,s/supermarket/sun_azvbaixhffvlxiwz.jpg,s/supermarket
93884,c/castle/sun_asrsgkivzotcwdox.jpg,c/castle
84300,r/riding_arena/sun_bbgqtjetpzezynih.jpg,r/riding_arena
2252,b/bathroom/sun_aieifsmboyecxpxu.jpg,b/bathroom
56278,p/pub/indoor/sun_bjawpcclcmfcyvem.jpg,p/pub/indoor
21432,j/jail_cell/sun_betqvjrqhrmcajcb.jpg,j/jail_cell
16648,m/mansion/sun_bhduxnkzizgtjplb.jpg,m/mansion
17737,m/music_studio/sun_aoabijstlfonxljg.jpg,m/music_studio
61147,h/hot_spring/sun_bosiagfhrdhnayvm.jpg,h/hot_spring
68884,d/desert/sand/sun_acztaebqvjaggqyh.jpg,d/desert/sand
62350,h/house/sun_agadklgfaixzqcdx.jpg,h/house
51943,p/patio/sun_bvyizqvgneggtaeq.jpg,p/patio
13098,b/bedroom/sun_afpagjvkivpomcps.jpg,b/bedroom
48039,t/trench/sun_bfgxxrxaipjnlsie.jpg,t/trench
28817,v/videostore/sun_avcvniyxzjvupdth.jpg,v/videostore
44307,w/waterfall/plunge/sun_bfkyqellrdmqfmnf.jpg,w/waterfall/plunge
76197,s/synagogue/indoor/sun_cgyortwapwxnacmd.jpg,s/synagogue/indoor
11413,b/bridge/sun_aizqzweeofczcppu.jpg,b/bridge
48650,t/tower/sun_bldtxrhwqqmslxjt.jpg,t/tower
3433,b/butte/sun_apgfqhqsxojcdjid.jpg,b/butte
14485,m/museum/indoor/sun_bcrjacymufrqkdfg.jpg,m/museum/indoor
26487,g/gazebo/exterior/sun_anvdeldkeirxpgac.jpg,g/gazebo/exterior
65454,k/kindergarden_classroom/sun_ayrxbddooxybdybn.jpg,k/kindergarden_classroom
59460,i/islet/sun_aheaoiyvwqsjsxnj.jpg,i/islet
44532,w/waterfall/fan/sun_bednbvojqxgcfwmh.jpg,w/waterfall/fan
66456,k/kitchen/sun_aemppezpagjwlqpx.jpg,k/kitchen
65157,h/highway/sun_appxttpeqpsbfonu.jpg,h/highway
36376,a/athletic_field/outdoor/sun_aatovydxazbexpxx.jpg,a/athletic_field/outdoor
10202,b/bar/sun_aolndpibmhqiglsk.jpg,b/bar
6703,b/batters_box/sun_asycruxsnsjknivp.jpg,b/batters_box
10187,b/bar/sun_ayoufjubovmclvfb.jpg,b/bar
92316,c/covered_bridge/exterior/sun_bknjhhvmxnzgccql.jpg,c/covered_bridge/exterior
102114,c/cathedral/outdoor/sun_bvbmbkzqmujoeiwa.jpg,c/cathedral/outdoor
83799,r/restaurant_patio/sun_aruqjvbtarqitqrb.jpg,r/restaurant_patio
64387,h/herb_garden/sun_bzhpjnftpqantghl.jpg,h/herb_garden
52460,p/pantry/sun_avpbdwnffkvzwdcv.jpg,p/pantry
83781,r/restaurant_patio/sun_axkbvajtblcmokpl.jpg,r/restaurant_patio
43689,w/water_tower/sun_azkcoeyotcvcxala.jpg,w/water_tower
58902,i/iceberg/sun_asbnusaihryxopbn.jpg,i/iceberg
104920,c/cabin/outdoor/sun_bfdmfnnbsnfqmnjr.jpg,c/cabin/outdoor
94006,c/castle/sun_ajbeihizniljppkv.jpg,c/castle
101978,c/cathedral/indoor/sun_aehpzycvadvphcuu.jpg,c/cathedral/indoor
38374,f/fire_station/sun_bqtjlyfrqfmxqsie.jpg,f/fire_station
40829,w/wind_farm/sun_bswnboayrqnfdrvp.jpg,w/wind_farm
40225,f/forest/needleleaf/sun_aryaqhfgryqrihbd.jpg,f/forest/needleleaf
18968,m/martial_arts_gym/sun_adwbhuzfzjfunhbx.jpg,m/martial_arts_gym
4688,b/baggage_claim/sun_abshjyfmfchstenz.jpg,b/baggage_claim
40432,w/wave/sun_axcstihzlvjjcqaq.jpg,w/wave
7840,b/beach/sun_bjhcoedfawpacvsc.jpg,b/beach
104610,c/chicken_coop/outdoor/sun_awlpxoufxtngmzsv.jpg,c/chicken_coop/outdoor
82720,r/rope_bridge/sun_atkghdgqizbddsdw.jpg,r/rope_bridge
35544,a/apartment_building/outdoor/sun_avjbnzcvwuukqynd.jpg,a/apartment_building/outdoor
45268,t/toyshop/sun_aacwgireyzzellyl.jpg,t/toyshop
63330,h/hotel_room/sun_bnvzhmigqvdrbnxx.jpg,h/hotel_room
51380,p/parlor/sun_apdmsanhpotsatwi.jpg,p/parlor
45843,t/ticket_booth/sun_ahfigtwdpxyfclkf.jpg,t/ticket_booth
22322,e/elevator/door/sun_aeznjzqbeunptivq.jpg,e/elevator/door
13002,b/bedroom/sun_amdegzojyikmxnsx.jpg,b/bedroom
81015,s/shopfront/sun_binqviqsxkbsnruq.jpg,s/shopfront
5584,b/banquet_hall/sun_bgziglxbixhqmnia.jpg,b/banquet_hall
50842,o/office_building/sun_bwpmwslnlxvjofrg.jpg,o/office_building
28252,v/viaduct/sun_blgxlpadmunqbzrk.jpg,v/viaduct
99870,c/carrousel/sun_aoinxyiowxrdswns.jpg,c/carrousel
34845,a/auditorium/sun_acsxxurtqimfqbog.jpg,a/auditorium
63808,h/hangar/indoor/sun_bwhfguqyzmmnamqf.jpg,h/hangar/indoor
107313,c/creek/sun_btkpavxyvqmfuvau.jpg,c/creek
25281,g/golf_course/sun_amtnhoeymsbotabs.jpg,g/golf_course
48610,t/tower/sun_blolpigkaqqeeylp.jpg,t/tower
89437,l/living_room/sun_absptigzbdargixk.jpg,l/living_room
6548,b/berth/sun_awylazqizavwdejx.jpg,b/berth
21754,e/excavation/sun_bolgfpxjdrsajtnq.jpg,e/excavation
61132,h/hot_spring/sun_bdgvtrlznhpbcyjb.jpg,h/hot_spring
81844,r/river/sun_anrniihbiohjxtwb.jpg,r/river
40850,w/wind_farm/sun_bqqweyjnbjmhjpqw.jpg,w/wind_farm
27789,v/vegetable_garden/sun_bhjrmuyathyzywbh.jpg,v/vegetable_garden
54448,p/pavilion/sun_cuktjmphukemozaj.jpg,p/pavilion
39681,f/fairway/sun_bjwrxigxigcvpffs.jpg,f/fairway
74006,s/supermarket/sun_bqyisbgjruemiyrl.jpg,s/supermarket
86483,l/lake/natural/sun_beasprfhnqzfvmxw.jpg,l/lake/natural
58940,i/iceberg/sun_aoyjelaxtiwmticn.jpg,i/iceberg
11397,b/bridge/sun_auihvqxqmyiyhfcc.jpg,b/bridge
100669,c/construction_site/sun_aqsojalghyhblvec.jpg,c/construction_site
7355,b/ballroom/sun_aiotyrvatdotbhdy.jpg,b/ballroom
29485,a/arrival_gate/outdoor/sun_awjxputzultzgxie.jpg,a/arrival_gate/outdoor
43567,w/water_tower/sun_abesmgctdzxcmifv.jpg,w/water_tower
30847,a/airport_terminal/sun_acyurcvzexpfrsyb.jpg,a/airport_terminal
79536,s/staircase/sun_bfaltsjxejuvzogo.jpg,s/staircase
38777,f/fastfood_restaurant/sun_avzjyffwjajanvic.jpg,f/fastfood_restaurant
66816,k/kitchen/sun_aqiqbovowmqqjtum.jpg,k/kitchen
85139,r/recreation_room/sun_ayajfvbupkrqcidh.jpg,r/recreation_room
1649,b/bathroom/sun_aazqzpomyylceich.jpg,b/bathroom
108538,c/cockpit/sun_acvhmnutehbatouh.jpg,c/cockpit
86521,l/lake/natural/sun_bpxixtbivgajhcyr.jpg,l/lake/natural
2082,b/bathroom/sun_aumlnyxcyqytxrcm.jpg,b/bathroom
46737,t/track/outdoor/sun_avuorxhwldigflpu.jpg,t/track/outdoor
103292,c/church/indoor/sun_amwuiecopfoauwrz.jpg,c/church/indoor
10885,b/bus_interior/sun_acbvpqukiofgvynm.jpg,b/bus_interior
18124,m/mountain/sun_bglqunwuycxydmyu.jpg,m/mountain
77588,s/subway_interior/sun_abbbgtkstwtevewr.jpg,s/subway_interior
97037,c/cavern/indoor/sun_abaathvjsmddcbvm.jpg,c/cavern/indoor
102875,c/coast/sun_anhrtlypmqrzvsqn.jpg,c/coast
89351,l/living_room/sun_bznvaourxxjbpcbf.jpg,l/living_room
8540,b/beach/sun_aofvitbtscozwybg.jpg,b/beach
51765,p/playroom/sun_bupxxrrzkyrfqudi.jpg,p/playroom
73161,s/sauna/sun_badugmrvawowxzfy.jpg,s/sauna
107853,c/control_tower/outdoor/sun_agwuxqbfoirzybdz.jpg,c/control_tower/outdoor
86348,l/lido_deck/outdoor/sun_annvyjhudhqbkhoh.jpg,l/lido_deck/outdoor
53747,p/podium/indoor/sun_bcypuyltggqiehuk.jpg,p/podium/indoor
36122,a/archive/sun_abeedziropijunsp.jpg,a/archive
59223,i/industrial_area/sun_aefcpwiopxxewrua.jpg,i/industrial_area
88515,l/lighthouse/sun_axuxdngtvhhoylyd.jpg,l/lighthouse
27129,v/valley/sun_buympdevnaruxhdj.jpg,v/valley
17735,m/music_studio/sun_adgrpplqofemnpom.jpg,m/music_studio
91260,l/living_room/sun_acplqvluqnrsnbof.jpg,l/living_room
13799,b/bedroom/sun_acxuizlxftdtfsqb.jpg,b/bedroom
25747,g/general_store/indoor/sun_aeskdboxtpqxtpje.jpg,g/general_store/indoor
23403,g/greenhouse/indoor/sun_aikpnsmvdoeqwarj.jpg,g/greenhouse/indoor
106926,c/creek/sun_bajyoefghiwnxvbh.jpg,c/creek
30510,a/atrium/public/sun_ausmncqifigawxdy.jpg,a/atrium/public
55222,p/pilothouse/indoor/sun_alclrtrgfpuimqsn.jpg,p/pilothouse/indoor
54184,p/parking_lot/sun_apowfqaoqgowwrrj.jpg,p/parking_lot
95315,c/courthouse/sun_aorohckexuxjtrbm.jpg,c/courthouse
74653,s/stadium/baseball/sun_agzdhimeegxkrfwt.jpg,s/stadium/baseball
76184,s/synagogue/indoor/sun_cmntpehwuznbcyzf.jpg,s/synagogue/indoor
41535,w/wet_bar/sun_bhdyhvhadbxtwgik.jpg,w/wet_bar
18518,m/movie_theater/indoor/sun_aaxbgvjubabityha.jpg,m/movie_theater/indoor
27956,v/vegetable_garden/sun_bzzgdoniuqyzrssf.jpg,v/vegetable_garden
34770,a/alley/sun_aaasertfihkcjvdd.jpg,a/alley
15268,m/market/outdoor/sun_azwabbgmieouszzk.jpg,m/market/outdoor
102980,c/coast/sun_ahqcqgwsomcjvgag.jpg,c/coast
9662,b/butchers_shop/sun_aieljkwmvmhsfjba.jpg,b/butchers_shop
85912,l/laundromat/sun_ahgitjbhbhunujnw.jpg,l/laundromat
88193,l/lighthouse/sun_awfbefkeqjlwmrov.jpg,l/lighthouse
60644,u/underwater/coral_reef/sun_bgcklmjqfdkqxsfb.jpg,u/underwater/coral_reef
4024,b/bullring/sun_ccxyumquwfzvtosn.jpg,b/bullring
84250,r/riding_arena/sun_bsokymsmwumxnzey.jpg,r/riding_arena
90687,l/living_room/sun_avrxyalbnunmidxj.jpg,l/living_room
83667,r/restaurant_patio/sun_atvyiorhfmmtqpwg.jpg,r/restaurant_patio
34540,a/alley/sun_ajxhjxbcrrvescwo.jpg,a/alley
55512,p/playground/sun_brtjnbyqemrjcpwh.jpg,p/playground
91717,c/cemetery/sun_agzijchibqgqzyes.jpg,c/cemetery
39940,f/forest/broadleaf/sun_asfmdunwftjpefsu.jpg,f/forest/broadleaf
35764,a/amusement_arcade/sun_anvlksqfkzuyoueq.jpg,a/amusement_arcade
87334,l/lift_bridge/sun_bbgxmkgjvcwvchvh.jpg,l/lift_bridge
45662,t/tent/outdoor/sun_bbvavypmwmisgbkn.jpg,t/tent/outdoor
45728,t/tent/outdoor/sun_agskszmkvfhfmrxz.jpg,t/tent/outdoor
11064,b/bowling_alley/sun_aiqlnciehqagftkb.jpg,b/bowling_alley
59360,i/inn/outdoor/sun_bhmoknkdwjppqpss.jpg,i/inn/outdoor
63604,h/hotel_room/sun_bvqmvsxtvdviedcy.jpg,h/hotel_room
62439,h/house/sun_bamshjqtxprdwjgo.jpg,h/house
4212,b/botanical_garden/sun_arqegunvvfldtqds.jpg,b/botanical_garden
77529,s/skyscraper/sun_arvlvlhwljkwzbxb.jpg,s/skyscraper
37862,f/field/wild/sun_ailgpfxuysdriobj.jpg,f/field/wild
106281,c/corn_field/sun_axaejvkkoteuvkka.jpg,c/corn_field
71308,d/dining_room/sun_bjuadxgdwpvhurgk.jpg,d/dining_room
62804,h/house/sun_bqkdxzuotwnmeqvy.jpg,h/house
